Track Name,Artist,Artist URI,Artist Popularity,Artist Genres,Track Duration(ms),Release Date,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Type,Track ID,Uri,Track_href,Analysis_url,Duration_ms,Time_signature,Lyrics
What You Know Bout Love,Pop Smoke,spotify:artist:0eDvMgVFoNV3TpwtrVCoTj,79,"brooklyn drill, rap",160000,2020-07-03,82,0.709,0.548,10,-8.493,1,0.353,0.65,1.59e-06,0.133,0.543,83.995,audio_features,1tkg4EHVoqnhR6iFEXb60y,spotify:track:1tkg4EHVoqnhR6iFEXb60y,https://api.spotify.com/v1/tracks/1tkg4EHVoqnhR6iFEXb60y,https://api.spotify.com/v1/audio-analysis/1tkg4EHVoqnhR6iFEXb60y,160000,4,"Uh

Shawty go jogging every morning (every morning)
And she make me breakfast almost every morning (every morning)
And she take a naked pic' before she leave the door
I be waking up to pics before a n- yawning

And every weekend, my shawty comin' over (over)
Shawty could Fendi out but she like Fashion Nova (Nova)
She ain't driving no Camry, she pullin' in a Rover (Rover)
With her hair so curly, I love you, baby

She said, ""What you know 'bout love?"" (I'll tell you everything)
I got what you need (oh)
Walk up in the store and get what you want (go get it)
You get what you please
We 'bout to get it on, take off them drawers (said I love you, baby)
"
Kill Bill,SZA,spotify:artist:7tYKF4w9nC0nq9CsPZTHyP,88,"pop, r&b, rap",153946,2022-12-08,92,0.644,0.735,8,-5.747,1,0.0391,0.0521,0.144,0.161,0.418,88.98,audio_features,1Qrg8KqiBpW07V7PNxwwwL,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,https://api.spotify.com/v1/tracks/1Qrg8KqiBpW07V7PNxwwwL,https://api.spotify.com/v1/audio-analysis/1Qrg8KqiBpW07V7PNxwwwL,153947,4,"I'm still a fan even though I was salty
Hate to see you with some other broad, know you happy
Hate to see you happy if I'm not the one driving

I'm so mature, I'm so mature
I'm so mature, I got me a therapist to tell me there's other men
I don't want none, I just want you
If I can't have you, no one should
I might

I might kill my ex, not the best idea
His new girlfriend's next, how'd I get here?
I might kill my ex, I still love him though
Rather be in jail than alone

I get the sense that it's a lost cause
I get the sense that you might really love her
"
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,spotify:artist:1uNFoZAHBGtllmzznpCI3s,88,"canadian pop, pop",198081,2021-03-19,83,0.677,0.696,0,-6.181,1,0.119,0.321,0,0.42,0.464,90.03,audio_features,4iJyoBOLtHqaGxP12qzhQI,spotify:track:4iJyoBOLtHqaGxP12qzhQI,https://api.spotify.com/v1/tracks/4iJyoBOLtHqaGxP12qzhQI,https://api.spotify.com/v1/audio-analysis/4iJyoBOLtHqaGxP12qzhQI,198082,4,"I got my peaches out in Georgia (oh, yeah, shit)
I get my weed from California (that's that shit)
I took my chick up to the North, yeah (badass bitch)
I get my light right from the source, yeah (yeah, that's it)

And I see you (oh), the way I breathe you in (in), it's the texture of your skin
I wanna wrap my arms around you, baby, never let you go, oh
And I say, oh, there's nothing like your touch
It's the way you lift me up, yeah
And I'll be right here with you 'til the end

I got my peaches out in Georgia (oh, yeah, shit)
I get my weed from California (that's that shit)
I took my chick up to the North, yeah (badass bitch)
I get my light right from the source, yeah (yeah, that's it)

You ain't sure yet, but I'm for ya
All I could want, all I can wish for
Nights alone that we miss more
And days we save as souvenirs
There's no time, I wanna make more time
"
get him back!,Olivia Rodrigo,spotify:artist:1McMsnEElThX1knmY4oliG,87,pop,211141,2023-09-08,87,0.546,0.846,5,-5.719,1,0.181,0.0135,0,0.607,0.74,162.043,audio_features,2gyxAWHebV7xPYVxqoi86f,spotify:track:2gyxAWHebV7xPYVxqoi86f,https://api.spotify.com/v1/tracks/2gyxAWHebV7xPYVxqoi86f,https://api.spotify.com/v1/audio-analysis/2gyxAWHebV7xPYVxqoi86f,211141,4,"One, two, three
Wait, is this the song with the drums?

I met a guy in the summer and I left him in the spring
He argued with me about everything
He had an ego and a temper and a wandering eye
He said he's six-foot-two and I'm like, ""Dude, nice try""
But he was so much fun and he had such weird friends
And he would take us out to parties and the night would never end
Another song, another club, another bar, another dance
And when he said something wrong, he'd just fly me to France
So I miss him some nights when I'm feeling depressed
'Til I remember every time he made a pass on my friend
Do I love him? Do I hate him? I guess it's up and down
If I had to choose, I would say right now

I wanna get him back
I wanna make him really jealous, wanna make him feel bad
Oh, I wanna get him back
'Cause then again, I really miss him and it makes me real sad
Oh, I want sweet revenge
And I want him again
I want to get him back, back, back

"
cardigan,Taylor Swift,spotify:artist:06HL4z0CvFAxyc27GXpf02,100,pop,239560,2020-07-24,52,0.613,0.581,0,-8.588,0,0.0424,0.537,0.000345,0.25,0.551,130.033,audio_features,4LEK9rD7TWIG4FCL1s27XC,spotify:track:4LEK9rD7TWIG4FCL1s27XC,https://api.spotify.com/v1/tracks/4LEK9rD7TWIG4FCL1s27XC,https://api.spotify.com/v1/audio-analysis/4LEK9rD7TWIG4FCL1s27XC,239560,4,"Vintage tee, brand new phone
High heels on cobblestones
When you are young, they assume you know nothing
Sequin smile, black lipstick
Sensual politics
When you are young, they assume you know nothing
But I knew you
Dancin' in your Levi's
Drunk under a streetlight, I
I knew you
Hand under my sweatshirt
Baby, kiss it better, I
And when I felt like I was an old cardigan
Under someone's bed
You put me on and said I was your favorite
A friend to all is a friend to none
Chase two girls, lose the one
When you are young, they assume you know nothin'
But I knew you
"
Late Night Talking,Harry Styles,spotify:artist:6KImCVD70vtIoJWnq6nGn3,84,pop,177954,2022-05-20,85,0.714,0.728,10,-4.595,1,0.0468,0.298,0,0.106,0.901,114.996,audio_features,1qEmFfgcLObUfQm0j1W2CK,spotify:track:1qEmFfgcLObUfQm0j1W2CK,https://api.spotify.com/v1/tracks/1qEmFfgcLObUfQm0j1W2CK,https://api.spotify.com/v1/audio-analysis/1qEmFfgcLObUfQm0j1W2CK,177955,4,"Things haven't been quite the same
There's a haze on the horizon, baby
It's only been a couple of days and I miss you
Yeah

When nothin' really goes to plan
You stub your toe or break your camera
I'll do everythin' I can to help you through

If you're feelin' down, I just wanna make you happier, baby

Wish I was around, I just wanna make you happier, baby

We've been doin' all this late night talking
'Bout anything you wanted 'til the mornin'
Now you're in my life
"
deja vu,Olivia Rodrigo,spotify:artist:1McMsnEElThX1knmY4oliG,87,pop,215507,2021-04-01,15,0.439,0.61,9,-7.236,1,0.116,0.593,1.07e-05,0.341,0.172,181.088,audio_features,61KpQadow081I2AsbeLcsb,spotify:track:61KpQadow081I2AsbeLcsb,https://api.spotify.com/v1/tracks/61KpQadow081I2AsbeLcsb,https://api.spotify.com/v1/audio-analysis/61KpQadow081I2AsbeLcsb,215508,4,
Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj,spotify:artist:0hCNtLu0JehylgoiP8L4Gh,87,"hip pop, pop, queens hip hop, rap",109750,2023-06-23,87,0.77,0.58,0,-8.393,1,0.247,0.519,0.000127,0.233,0.753,144.072,audio_features,741UUVE2kuITl0c6zuqqbO,spotify:track:741UUVE2kuITl0c6zuqqbO,https://api.spotify.com/v1/tracks/741UUVE2kuITl0c6zuqqbO,https://api.spotify.com/v1/audio-analysis/741UUVE2kuITl0c6zuqqbO,109750,4,"I'm always yours, ooh-oh (stop playin' with 'em, RIOT)

And I'm bad like the Barbie (Barbie)
I'm a doll but I still wanna party (party)
Pink 'Vette like I'm ready to bend (bend)
I'm a ten, so I pull in a Ken
Like Jazzie, Stacie, Nicki (grrah)
All of the Barbies is pretty (damn)
All of the Barbies is bad
It girls, and we ain't playin' tag (grrah)

Rad, but he spank me when I get bad
I'm in LA, Rodeo Drive
I'm in New York, Madison Ave
I'm a Barbie girl (girl), pink Barbie Dreamhouse
The way Ken be killin' shit
Got me yellin' out like the scream house (woo)

Yellin' out, we ain't sellin' out
We got money but we ain't lendin' out
We got bars but we ain't bailin' out
In that pink Ferrari, we peelin' out
"
Used To Be Young,Miley Cyrus,spotify:artist:5YGY8feqx7naU7z4HrwZM6,83,pop,191185,2023-08-25,75,0.451,0.632,4,-3.843,1,0.0475,0.6,0,0.139,0.455,147.06,audio_features,0Nfh4u0J4bajcyp5pzaWCx,spotify:track:0Nfh4u0J4bajcyp5pzaWCx,https://api.spotify.com/v1/tracks/0Nfh4u0J4bajcyp5pzaWCx,https://api.spotify.com/v1/audio-analysis/0Nfh4u0J4bajcyp5pzaWCx,190461,4,"The truth is bulletproof, there's no foolin' you
I don't dress the same
Me and who you say I was yesterday
Have gone our separate ways

Left my livin' fast somewhere in the past
'Cause that's for chasin' cars
Turns out open bars lead to broken hearts
And goin' way too far

I know I used to be crazy
I know I used to be fun
You say I used to be wild
I say I used to be young

You tell me time has done changed me
That's fine, I've had a good run
I know I used to be crazy
That's 'cause I used to be young

Take one, pour it out, it's not worth cryin' 'bout
"
Honeymoon Avenue - Live from London,Ariana Grande,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,89,pop,295544,2023-08-25,61,0.661,0.718,11,-4.96,1,0.0438,0.0162,0,0.129,0.215,124.895,audio_features,1ucNmUIwlCSNjla3a1qpfL,spotify:track:1ucNmUIwlCSNjla3a1qpfL,https://api.spotify.com/v1/tracks/1ucNmUIwlCSNjla3a1qpfL,https://api.spotify.com/v1/audio-analysis/1ucNmUIwlCSNjla3a1qpfL,295545,4,"Mmm, ah-hey, yeah

I looked in my rearview mirror and
It seemed to make a lot more sense
Than what I see ahead of us
Ahead of us, babe

Uh, I'm ready to make that turn, mm-mm
Before we both crash and burn
'Cause that could be the death of us
The death of us

Baby, you know how to drive in rain
And you decided not to make a change
Stuck in the same old lane
Goin' the wrong way home

I feel like my heart is stuck in bumper-to-bumper traffic
I'm under pressure, 'cause I can't have you the way that I want
Let's just go back to the way it was
When we were on Honeymoon Avenue
Honeymoon Avenue, my baby
Coastin' like crazy
Can we get back to the way it was?
"
DELRESTO (ECHOES) (feat. Beyoncé),Travis Scott,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,91,"hip hop, rap, slap house",274137,2023-07-28,73,0.674,0.609,2,-6.306,0,0.045,0.461,0,0.328,0.509,116.066,audio_features,0OEe83mMZ5kaNw5uZQ7ilG,spotify:track:0OEe83mMZ5kaNw5uZQ7ilG,https://api.spotify.com/v1/tracks/0OEe83mMZ5kaNw5uZQ7ilG,https://api.spotify.com/v1/audio-analysis/0OEe83mMZ5kaNw5uZQ7ilG,274138,4,"I believe in, I believe in love
Ah-ah-ah-ah-ah-ah-ah-ah-ah-ah
Ah-ah-ah-ah-ah-ah-ah-ah-ah-ah
Ah-ah-ah-ah-ah-ah-ah-ah-ah-ah
Ah-ah-ah-ah-ah-ah-ah-ah-ah-ah

Statues in the next room
Billions in escrow (ah-ah-ah-ah-ah-ah)
Bulletproof the whole thing
Ignore the dress code
Step into the ballroom
So hard to let go (ah-ah-ah-ah-ah-ah)
Things that never give life
I can see the echoes

Ridin' through the thunder
Tryna see the summer (it's the echoes that I wait for)
(It's the echoes that I'm made for) recognize delresto
Recognize gotta let go
Breakin' through the echoes (made for)
Breathin' through the echo (walk)

It's only echoes (walk) I escape for (walk)
Only echoes (walk) on the return (walk)
Walkin' on (walk) the numbers (walk)
Stay the night

It's the let go (walk)
The let go (walk)
"
Happier Than Ever,Billie Eilish,spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH,87,"art pop, pop",298899,2021-07-30,86,0.332,0.225,0,-8.697,1,0.0348,0.767,0.00349,0.128,0.297,81.055,audio_features,4RVwu0g32PAqgUiJoXsdF8,spotify:track:4RVwu0g32PAqgUiJoXsdF8,https://api.spotify.com/v1/tracks/4RVwu0g32PAqgUiJoXsdF8,https://api.spotify.com/v1/audio-analysis/4RVwu0g32PAqgUiJoXsdF8,298899,3,"When I'm away from you, I'm happier than ever
Wish I could explain it better
I wish it wasn't true
Give me a day or two to think of something clever
To write myself a letter
To tell me what to do, mm-mm

Do you read my interviews?
Or do you skip my avenue? (My avenue)
When you (when you) said you were passing through
Was I even on your way?

I knew when I asked you to (when I asked you to)
Be cool about what I was telling you
You'd do the opposite of what you said you'd do (what you said you'd do)
And I'd end up more afraid

"
I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,spotify:artist:06HL4z0CvFAxyc27GXpf02,100,pop,273186,2023-07-07,84,0.694,0.764,6,-4.893,1,0.0337,0.0586,0,0.0608,0.819,123.044,audio_features,5kHMfzgLZP95O9NBy0ku4v,spotify:track:5kHMfzgLZP95O9NBy0ku4v,https://api.spotify.com/v1/tracks/5kHMfzgLZP95O9NBy0ku4v,https://api.spotify.com/v1/audio-analysis/5kHMfzgLZP95O9NBy0ku4v,273186,4,"I-I-I-I

You brush past me in the hallway
And you don't think I-I-I can see ya, do ya?
I've been watching you for ages
And I spend my time trying not to feel it

But what would you do if I went to touch ya now?
What would you do if they never found us out?
What would you do if we never made a sound?

'Cause I can see you waiting down the hall from me
And I could see you up against the wall with me
And what would you do? Baby, if you only knew
That I can see you

I-I-I-I

And we kept everything professional
But something's changed, it's something I-I like
They keep watchful eyes on us
"
Attention,Doja Cat,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5,87,"dance pop, pop",277043,2023-06-16,74,0.759,0.567,2,-7.911,1,0.248,0.118,0.0278,0.105,0.421,87.981,audio_features,11xC6P3iKYpFThT6Ce1KdG,spotify:track:11xC6P3iKYpFThT6Ce1KdG,https://api.spotify.com/v1/tracks/11xC6P3iKYpFThT6Ce1KdG,https://api.spotify.com/v1/audio-analysis/11xC6P3iKYpFThT6Ce1KdG,277044,4,"Baby, if you like it, just reach out and pet it
This one doesn't bite, it doesn't get aggressive
Show you how to touch it, hold it like it's precious
It don't need your lovin', it just needs attention

(Love me) it needs and it seeks affection
(So sweet) hungry and it fiends attention
(Hungry) it needs and it seeks affection
(Baby) hungry (yeah) and it fiends (yeah)

Look at me, look at me, you lookin'?
My taste good, but I just had to redirect my cookin'
I coulda been an opener, I redirect the bookin'
I readed all the comments sayin', ""D, I'm really shooketh""

""D, you need to see a therapist, is you lookin'?""
""Yes, the one I got, they really are the best""
Now I feel like I can see you bitches is depressed
I am not afraid to finally say shit with my chest

Lost a lil' weight, but I ain't never lost a tushy
Lookin' good, but now my bald head match my
Lookin' good, but now they all sayin' that I'm ugly
Boohoo, my nigga, I ain't sad you won't fuck me

I'm sad that you really thought yo' ass was above me
You're lucky 'cause I just paid your bill with a reply
"
K-POP,Travis Scott,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,91,"hip hop, rap, slap house",185220,2023-07-21,81,0.814,0.618,5,-5.614,0,0.0619,0.0386,3.34e-06,0.671,0.535,121.075,audio_features,5L3ecxQnQ9qTBmnLQiwf0C,spotify:track:5L3ecxQnQ9qTBmnLQiwf0C,https://api.spotify.com/v1/tracks/5L3ecxQnQ9qTBmnLQiwf0C,https://api.spotify.com/v1/audio-analysis/5L3ecxQnQ9qTBmnLQiwf0C,185221,4,"Gonna pop, baby (vemo')

Swish, mmh, move that shit out here (here)
You full off one sip (sip), fallin' off, but I got grip (grip)
All around the trap, it hit (hit, hit, ayy)
All around the map, you trip (skrrt)

Take it like nine out of ten (yeah)
Think they gon' find that again
Think I gotta bond out again
Behind the tint, I sin, I vent
Can't forget about that place we went
Right after you put that in my head
Do you still pop 'em? Do you dance?
Do you still drop some? Know you can
I got a lot, but I'm still chancin' (yah-yah, yah, yah)

Hace tiempo no te veo, eh
Es que ahora en Miami jangueo, eh-eh
Ya no tengo la Rodeo
Ahora en la G-Wagon espoteo, ey

"
Anti-Hero,Taylor Swift,spotify:artist:06HL4z0CvFAxyc27GXpf02,100,pop,200690,2022-10-21,92,0.637,0.643,4,-6.571,1,0.0519,0.13,1.8e-06,0.142,0.533,97.008,audio_features,0V3wPSX9ygBnCm8psDIegu,spotify:track:0V3wPSX9ygBnCm8psDIegu,https://api.spotify.com/v1/tracks/0V3wPSX9ygBnCm8psDIegu,https://api.spotify.com/v1/audio-analysis/0V3wPSX9ygBnCm8psDIegu,200690,4,"I have this thing where I get older, but just never wiser
Midnights become my afternoons
When my depression works the graveyard shift
All of the people I've ghosted stand there in the room

I should not be left to my own devices
They come with prices and vices
I end up in crises
Tale as old as time
I wake up screaming from dreaming
One day I'll watch as you're leaving
'Cause you got tired of my scheming
For the last time

It's me
Hi!
I'm the problem, it's me
At teatime
Everybody agrees
I'll stare directly at the sun, but never in the mirror
It must be exhausting always rooting for the anti-hero

Sometimes I feel like everybody is a sexy baby
"
traitor,Olivia Rodrigo,spotify:artist:1McMsnEElThX1knmY4oliG,87,pop,229226,2021-05-21,87,0.38,0.339,3,-7.885,1,0.0338,0.691,0,0.12,0.0849,100.607,audio_features,5CZ40GBx1sQ9agT82CLQCT,spotify:track:5CZ40GBx1sQ9agT82CLQCT,https://api.spotify.com/v1/tracks/5CZ40GBx1sQ9agT82CLQCT,https://api.spotify.com/v1/audio-analysis/5CZ40GBx1sQ9agT82CLQCT,229227,4,"Brown guilty eyes and little white lies, yeah
I played dumb, but I always knew
That you talked to her, maybe did even worse
I kept quiet so I could keep you

And ain't it funny how you ran to her
The second that we called it quits?
And ain't it funny how you said you were friends?
Now it sure as hell don't look like it

You betrayed me
And I know that you'll never feel sorry for the way I hurt, yeah
You talked to her when we were together
Loved you at your worst, but that didn't matter
It took you two weeks to go off and date her
Guess you didn't cheat, but you're still a traitor

"
Easy On Me,Adele,spotify:artist:4dpARuHxo51G3z768sgnrY,84,"british soul, pop, pop soul, uk pop",224694,2021-10-14,83,0.604,0.366,5,-7.519,1,0.0282,0.578,0,0.133,0.13,141.981,audio_features,0gplL1WMoJ6iYaPgMCL0gX,spotify:track:0gplL1WMoJ6iYaPgMCL0gX,https://api.spotify.com/v1/tracks/0gplL1WMoJ6iYaPgMCL0gX,https://api.spotify.com/v1/audio-analysis/0gplL1WMoJ6iYaPgMCL0gX,224695,4,
WHERE SHE GOES,Bad Bunny,spotify:artist:4q3ewBCX7sLwd24euuV69X,95,"reggaeton, trap latino, urbano latino",231704,2023-05-18,86,0.652,0.8,9,-4.019,0,0.0614,0.143,0.629,0.112,0.234,143.978,audio_features,7ro0hRteUMfnOioTFI5TG1,spotify:track:7ro0hRteUMfnOioTFI5TG1,https://api.spotify.com/v1/tracks/7ro0hRteUMfnOioTFI5TG1,https://api.spotify.com/v1/audio-analysis/7ro0hRteUMfnOioTFI5TG1,231704,4,"Baby, dime la verdad
Si te olvidaste de mí
Yo sé que fue una noche na má'
Que no se vuelve a repetir
Tal ve' en ti quise encontrar
Lo que en otra perdí
Tu orgullo no me quiere hablar
Entonces vamo' a competir
A ver, ey

No me gusta perder
Dime qué vamo' a hacer
Me paso mirando el cel, guau
No puede ser
Aunque me tarde un poco, juro que vo'a responder
Quisiera volverte a ver

Quisiera volverte a ver encima de mí brincando, uh, uh, uh
Lo rica que te ves chingando, uh, uh, uh
No sé qué estamos esperando (dime)
El orgullo nos está ganando, ey
"
good 4 u,Olivia Rodrigo,spotify:artist:1McMsnEElThX1knmY4oliG,87,pop,178147,2021-05-14,22,0.556,0.661,6,-5.052,0,0.204,0.3,0,0.101,0.668,168.56,audio_features,6PERP62TejQjgHu81OHxgM,spotify:track:6PERP62TejQjgHu81OHxgM,https://api.spotify.com/v1/tracks/6PERP62TejQjgHu81OHxgM,https://api.spotify.com/v1/audio-analysis/6PERP62TejQjgHu81OHxgM,178148,4,
Dance The Night - From Barbie The Album,Dua Lipa,spotify:artist:6M2wZ9GZgrQXHCFfjv46we,86,"dance pop, pop, uk pop",176579,2023-05-25,92,0.671,0.845,11,-4.93,0,0.048,0.0207,0,0.329,0.775,110.056,audio_features,1vYXt7VSjH9JIM5oRRo7vA,spotify:track:1vYXt7VSjH9JIM5oRRo7vA,https://api.spotify.com/v1/tracks/1vYXt7VSjH9JIM5oRRo7vA,https://api.spotify.com/v1/audio-analysis/1vYXt7VSjH9JIM5oRRo7vA,176579,4,"Baby, you can find me under the lights
Diamonds under my eyes
Turn the rhythm up, don't you wanna just
Come along for the ride?

Ooh, my outfit's so tight
You can see my heartbeat tonight
I can take the heat, baby, best believe
That's the moment I shine

'Cause every romance shakes and it bends
Don't give a damn
When the night's here, I don't do tears
Baby, no chance
I could dance, I could dance, I could dance

Watch me dance, dance the night away
My heart could be burnin', but you won't see it on my face
Watch me dance, dance the night away (uh-huh)
I'll still keep the party runnin', not one hair out of place
"
Good Days,SZA,spotify:artist:7tYKF4w9nC0nq9CsPZTHyP,88,"pop, r&b, rap",279204,2020-12-25,80,0.436,0.655,1,-8.37,0,0.0583,0.499,8.1e-06,0.688,0.412,121.002,audio_features,3YJJjQPAbDT7mGpX3WtQ9A,spotify:track:3YJJjQPAbDT7mGpX3WtQ9A,https://api.spotify.com/v1/tracks/3YJJjQPAbDT7mGpX3WtQ9A,https://api.spotify.com/v1/audio-analysis/3YJJjQPAbDT7mGpX3WtQ9A,279204,4,"Good day in my mind, safe to take a step out
Get some air now, let your edge out
Too soon, I spoke, you be heavy in my mind
Can you get the heck out?
I need rest now, got me bummed out
You so, you so, you, baby, baby, babe
I've been on my empty mind shit

I try to keep from losin' the rest of me
I worry that I wasted the best of me on you, baby
You don't care
Said, ""Not tryna be a nuisance, it's just urgent""
Tryna make sense of loose change
Got me a war in my mind
Gotta let go of weight, can't keep what's holdin' me
Choose to watch
While the world break up and fall on me

All the while, I'll await my armored fate with a smile
"
Say Yes To Heaven,Lana Del Rey,spotify:artist:00FQb4jTyendYWaN8pK0wa,89,"art pop, pop",209156,2023-05-19,89,0.49,0.352,6,-11.577,0,0.0254,0.709,0.0856,0.114,0.166,99.992,audio_features,6GGtHZgBycCgGBUhZo81xe,spotify:track:6GGtHZgBycCgGBUhZo81xe,https://api.spotify.com/v1/tracks/6GGtHZgBycCgGBUhZo81xe,https://api.spotify.com/v1/audio-analysis/6GGtHZgBycCgGBUhZo81xe,209156,4,"If you dance, I'll dance
And if you don't, I'll dance anyway
Give peace a chance
Let the fear you have fall away

I've got my eye on you
I've got my eye on you

Say yes to Heaven
Say yes to me
Say yes to Heaven
Say yes to me

If you go, I'll stay
"
Watermelon Sugar,Harry Styles,spotify:artist:6KImCVD70vtIoJWnq6nGn3,84,pop,174000,2019-12-13,88,0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39,audio_features,6UelLqGlWMcVH1E5c4H7lY,spotify:track:6UelLqGlWMcVH1E5c4H7lY,https://api.spotify.com/v1/tracks/6UelLqGlWMcVH1E5c4H7lY,https://api.spotify.com/v1/audio-analysis/6UelLqGlWMcVH1E5c4H7lY,174000,4,"Tastes like strawberries
On a summer evenin'
And it sounds just like a song

I want more berries
And that summer feelin'
It's so wonderful and warm

Breathe me in
Breathe me out
I don't know if I could ever go without
I'm just thinking out loud
I don't know if I could ever go without

Watermelon sugar
High
Watermelon sugar
High
Watermelon sugar
High
Watermelon sugar high
Watermelon sugar

Strawberries
On a summer evenin'
Baby, you're the end of June

I want your belly
And that summer feelin'
"
death bed (coffee for your head),Powfu,spotify:artist:6bmlMHgSheBauioMgKv2tn,67,"sad lo-fi, sad rap",173333,2020-02-08,83,0.726,0.431,8,-8.765,0,0.135,0.731,0,0.696,0.348,144.026,audio_features,7eJMfftS33KTjuF7lTsMCx,spotify:track:7eJMfftS33KTjuF7lTsMCx,https://api.spotify.com/v1/tracks/7eJMfftS33KTjuF7lTsMCx,https://api.spotify.com/v1/audio-analysis/7eJMfftS33KTjuF7lTsMCx,173333,4,"Don't stay awake for too long, don't go to bed
I'll make a cup of coffee for your head
It'll get you up and going out of bed

Yeah, I don't wanna fall asleep, I don't wanna pass away
I been thinking of our future, 'cause I'll never see those days
I don't know why this has happened, but I probably deserve it
I tried to do my best, but you know that I'm not perfect

I been praying for forgiveness, you've been praying for my health
When I leave this Earth, hoping you'll find someone else
'Cause, yeah, we still young, there's so much we haven't done
Getting married, start a family, watch your husband with his son

I wish it could be me, but I won't make it out this bed
I hope I go to Heaven, so I see you once again
My life was kinda short, but I got so many blessings
Happy you were mine, it sucks that it's all ending

"
AMERICA HAS A PROBLEM (feat. Kendrick Lamar),Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,84,"pop, r&b",260962,2023-05-19,74,0.784,0.7,1,-5.289,1,0.0396,0.0112,1.76e-05,0.163,0.204,126.015,audio_features,6l8mgVN9Xf1hiDIFGA6CTE,spotify:track:6l8mgVN9Xf1hiDIFGA6CTE,https://api.spotify.com/v1/tracks/6l8mgVN9Xf1hiDIFGA6CTE,https://api.spotify.com/v1/audio-analysis/6l8mgVN9Xf1hiDIFGA6CTE,260962,4,"America, America has a problem

Llama
Tourbillion watcher, pgLang caller, 9-11 slider
Look at my garage, it's synced up
Get the genie out the bottle and point at any model
Llama
What, wait, what, ay, what?
Go stink, fuck it up, go stink, fuck it up
Go stink, that's what's up, go stink, I'm in love
Hey booboo, too much complexity to learn me from Google
My momma told me that the money outgrew you
My horoscope said I'm really out my noodle
I'm troublin', I'm puzzlin', it's sudoku
Say Bey, its America got a problem
Geeked up, choosy love well, they chose violence
Universal, please don't play possum
I'm a business man doin' as follows
Truthfully, I be lyin' in my rap song
'Cause I always fail to mention I'd slap, homie
His career didn't come with no life insurance
Hope his day one fans got some facts on him
I'm an honorary Beyhive, let's see why
Them diamonds don't be fly, they all CGI
You better get it off your chest like breast reduction
If she stressed over you, she's stressed for nothin'
Hol' up, wait a minute
Even AI gotta practice clonin' Kendrick
The double entendre, the encore remnants
I bop like ten men, the ops need ten men
(Out for her) Billboard (ride or else), they know (bust or else), after HOV, rightfully so (not us)
(Culture) simmer down (Regattas), I go
(They got us) I go
"
Rich Flex,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,96,"canadian hip hop, canadian pop, hip hop, pop rap, rap",239359,2022-11-04,87,0.561,0.52,11,-9.342,0,0.244,0.0503,1.86e-06,0.355,0.424,153.15,audio_features,1bDbXMyjaUIooNwFE9wn0N,spotify:track:1bDbXMyjaUIooNwFE9wn0N,https://api.spotify.com/v1/tracks/1bDbXMyjaUIooNwFE9wn0N,https://api.spotify.com/v1/audio-analysis/1bDbXMyjaUIooNwFE9wn0N,239360,3,"Go buy a zip of weed, hit the club
Pay for 'bout ten nigga to get in, we crunk, lit in this bitch, yeah

(Body up, yuh, yuh)
Know we walk around the world
(Body up, yuh, yuh)
Steppin' not givin' a damn 'bout where our feet land at

Yeah, get your ass mushed, smooshed (6ix)
Yeah, 21, the biggest

Put a nigga in the chicken wing, pussy

21, can you do some' for me? (21)
Can you hit a lil' rich flex for me? (21)
And 21, can you do sum' for me? (21, 21)
Drop some bars to my pussy ex to me
And 21 (21), can you do some' for me? (Yeah)
Can you talk to the opps necks for me? (Okay)
21, do your thing, 21, do your thing (21)
Do your thing, 21, do your thing

Yellow diamonds in the watch, this shit cost a lot
Never send a bitch your dot, that's how you get shot
I DM in Vanish Mode, I do that shit a lot
Took her panties off and this bitch thicker than a plot

All my exes ain't nothin', them hoes busted
If my opps ain't rappin', they ass duckin'
"
